,0
2015-01-01,0.0
2015-02-01,0.08487337440109514
2015-03-01,0.16153319644079397
2015-04-01,0.2464065708418891
2015-05-01,0.32854209445585214
2015-06-01,0.4134154688569473
2015-07-01,0.49555099247091033
2015-08-01,0.5804243668720055
2015-09-01,0.6652977412731006
2015-10-01,0.7474332648870636
2015-11-01,0.8323066392881588
2015-12-01,0.9144421629021219
2016-01-01,0.999315537303217
2016-02-01,1.0841889117043122
2016-03-01,1.163586584531143
2016-04-01,1.2484599589322383
2016-05-01,1.3305954825462012
2016-06-01,1.4154688569472964
2016-07-01,1.4976043805612593
2016-08-01,1.5824777549623545
2016-09-01,1.6673511293634498
2016-10-01,1.7494866529774127
2016-11-01,1.834360027378508
2016-12-01,1.9164955509924708
2017-01-01,2.001368925393566
2017-02-01,2.086242299794661
2017-03-01,2.16290212183436
2017-04-01,2.2477754962354553
2017-05-01,2.329911019849418
2017-06-01,2.414784394250513
2017-07-01,2.4969199178644765
2017-08-01,2.5817932922655715
2017-09-01,2.6666666666666665
2017-10-01,2.74880219028063
2017-11-01,2.833675564681725
2017-12-01,2.915811088295688
2018-01-01,3.0006844626967832
2018-02-01,3.0855578370978782
2018-03-01,3.162217659137577
2018-04-01,3.247091033538672
2018-05-01,3.3292265571526354
2018-06-01,3.4140999315537304
2018-07-01,3.4962354551676933
2018-08-01,3.5811088295687883
2018-09-01,3.6659822039698837
2018-10-01,3.7481177275838466
2018-11-01,3.8329911019849416
2018-12-01,3.915126625598905
2019-01-01,4.0
2019-02-01,4.084873374401095
2019-03-01,4.161533196440794
2019-04-01,4.246406570841889
2019-05-01,4.328542094455853
2019-06-01,4.413415468856948
2019-07-01,4.4955509924709105
2019-08-01,4.5804243668720055
2019-09-01,4.6652977412731005
2019-10-01,4.747433264887063
2019-11-01,4.832306639288158
2019-12-01,4.914442162902122
2020-01-01,4.999315537303217
2020-02-01,5.084188911704312
2020-03-01,5.163586584531143
2020-04-01,5.248459958932238
2020-05-01,5.330595482546201
2020-06-01,5.415468856947296
2020-07-01,5.49760438056126
2020-08-01,5.582477754962355
2020-09-01,5.66735112936345
2020-10-01,5.749486652977413
2020-11-01,5.834360027378508
2020-12-01,5.916495550992471
2021-01-01,6.0013689253935665
2021-02-01,6.0862422997946615
2021-03-01,6.16290212183436
2021-04-01,6.247775496235455
2021-05-01,6.329911019849418
2021-06-01,6.414784394250513
2021-07-01,6.496919917864476
2021-08-01,6.581793292265571
2021-09-01,6.666666666666667
2021-10-01,6.74880219028063
2021-11-01,6.833675564681725
2021-12-01,6.915811088295688
2022-01-01,7.000684462696783
2022-02-01,7.085557837097878
2022-03-01,7.162217659137577
2022-04-01,7.2470910335386725
2022-05-01,7.329226557152635
2022-06-01,7.41409993155373
2022-07-01,7.496235455167693
2022-08-01,7.581108829568788
2022-09-01,7.665982203969883
2022-10-01,7.748117727583847
2022-11-01,7.832991101984942
2022-12-01,7.915126625598905
2023-01-01,8.0
2023-02-01,8.084873374401095
2023-03-01,8.161533196440795
2023-04-01,8.24640657084189
2023-05-01,8.328542094455852
2023-06-01,8.413415468856947
2023-07-01,8.49555099247091
2023-08-01,8.580424366872005
2023-09-01,8.6652977412731
2023-10-01,8.747433264887064
2023-11-01,8.83230663928816
2023-12-01,8.914442162902121
2024-01-01,8.999315537303216
2024-02-01,9.084188911704311
2024-03-01,9.163586584531142
2024-04-01,9.248459958932239
2024-05-01,9.330595482546201
2024-06-01,9.415468856947296
2024-07-01,9.49760438056126
2024-08-01,9.582477754962355
2024-09-01,9.66735112936345
2024-10-01,9.749486652977414
2024-11-01,9.834360027378509
2024-12-01,9.91649555099247
2025-01-01,10.001368925393566
2025-02-01,10.08624229979466
2025-03-01,10.16290212183436
2025-04-01,10.247775496235455
2025-05-01,10.329911019849419
2025-06-01,10.414784394250514
2025-07-01,10.496919917864476
2025-08-01,10.581793292265571
2025-09-01,10.666666666666666
2025-10-01,10.74880219028063
2025-11-01,10.833675564681725
2025-12-01,10.915811088295689
2026-01-01,11.000684462696784
2026-02-01,11.085557837097879
2026-03-01,11.162217659137577
2026-04-01,11.247091033538672
2026-05-01,11.329226557152635
