,0
2015-01-01,30.0
2015-02-01,30.073529411764707
2015-03-01,30.147058823529413
2015-04-01,30.220588235294116
2015-05-01,30.294117647058822
2015-06-01,30.36764705882353
2015-07-01,30.441176470588236
2015-08-01,30.514705882352942
2015-09-01,30.58823529411765
2015-10-01,30.66176470588235
2015-11-01,30.735294117647058
2015-12-01,30.808823529411764
2016-01-01,30.88235294117647
2016-02-01,30.955882352941178
2016-03-01,31.029411764705884
2016-04-01,31.102941176470587
2016-05-01,31.176470588235293
2016-06-01,31.25
2016-07-01,31.323529411764707
2016-08-01,31.397058823529413
2016-09-01,31.470588235294116
2016-10-01,31.544117647058822
2016-11-01,31.61764705882353
2016-12-01,31.691176470588236
2017-01-01,31.764705882352942
2017-02-01,31.83823529411765
2017-03-01,31.91176470588235
2017-04-01,31.985294117647058
2017-05-01,32.05882352941177
2017-06-01,32.13235294117647
2017-07-01,32.205882352941174
2017-08-01,32.279411764705884
2017-09-01,32.35294117647059
2017-10-01,32.4264705882353
2017-11-01,32.5
2017-12-01,32.5735294117647
2018-01-01,32.64705882352941
2018-02-01,32.720588235294116
2018-03-01,32.794117647058826
2018-04-01,32.86764705882353
2018-05-01,32.94117647058823
2018-06-01,33.01470588235294
2018-07-01,33.088235294117645
2018-08-01,33.161764705882355
2018-09-01,33.23529411764706
2018-10-01,33.30882352941177
2018-11-01,33.38235294117647
2018-12-01,33.455882352941174
2019-01-01,33.529411764705884
2019-02-01,33.60294117647059
2019-03-01,33.6764705882353
2019-04-01,33.75
2019-05-01,33.8235294117647
2019-06-01,33.89705882352941
2019-07-01,33.970588235294116
2019-08-01,34.044117647058826
2019-09-01,34.11764705882353
2019-10-01,34.19117647058823
2019-11-01,34.26470588235294
2019-12-01,34.338235294117645
2020-01-01,34.411764705882355
2020-02-01,34.48529411764706
2020-03-01,34.55882352941177
2020-04-01,34.63235294117647
2020-05-01,34.705882352941174
2020-06-01,34.779411764705884
2020-07-01,34.85294117647059
2020-08-01,34.9264705882353
2020-09-01,35.0
2020-10-01,35.0735294117647
2020-11-01,35.14705882352941
2020-12-01,35.220588235294116
2021-01-01,35.294117647058826
2021-02-01,35.36764705882353
2021-03-01,35.44117647058823
2021-04-01,35.51470588235294
2021-05-01,35.588235294117645
2021-06-01,35.661764705882355
2021-07-01,35.73529411764706
2021-08-01,35.80882352941177
2021-09-01,35.88235294117647
2021-10-01,35.955882352941174
2021-11-01,36.029411764705884
2021-12-01,36.10294117647059
2022-01-01,36.1764705882353
2022-02-01,36.25
2022-03-01,36.32352941176471
2022-04-01,36.39705882352941
2022-05-01,36.470588235294116
2022-06-01,36.544117647058826
2022-07-01,36.61764705882353
2022-08-01,36.69117647058823
2022-09-01,36.76470588235294
2022-10-01,36.838235294117645
2022-11-01,36.911764705882355
2022-12-01,36.98529411764706
2023-01-01,37.05882352941177
2023-02-01,37.13235294117647
2023-03-01,37.205882352941174
2023-04-01,37.279411764705884
2023-05-01,37.35294117647059
2023-06-01,37.4264705882353
2023-07-01,37.5
2023-08-01,37.57352941176471
2023-09-01,37.64705882352941
2023-10-01,37.720588235294116
2023-11-01,37.794117647058826
2023-12-01,37.86764705882353
2024-01-01,37.94117647058823
2024-02-01,38.01470588235294
2024-03-01,38.088235294117645
2024-04-01,38.161764705882355
2024-05-01,38.23529411764706
2024-06-01,38.30882352941177
2024-07-01,38.38235294117647
2024-08-01,38.455882352941174
2024-09-01,38.529411764705884
2024-10-01,38.60294117647059
2024-11-01,38.6764705882353
2024-12-01,38.75
2025-01-01,38.82352941176471
2025-02-01,38.89705882352941
2025-03-01,38.970588235294116
2025-04-01,39.044117647058826
2025-05-01,39.11764705882353
2025-06-01,39.19117647058823
2025-07-01,39.26470588235294
2025-08-01,39.338235294117645
2025-09-01,39.411764705882355
2025-10-01,39.48529411764706
2025-11-01,39.55882352941177
2025-12-01,39.63235294117647
2026-01-01,39.705882352941174
2026-02-01,39.779411764705884
2026-03-01,39.85294117647059
2026-04-01,39.9264705882353
2026-05-01,40.0
