,0
2015-01-01,9.524064275449451
2015-02-01,7.863278359680023
2015-03-01,3.9405016451472994
2015-04-01,3.5407470668883225
2015-05-01,4.731874711342398
2015-06-01,3.0315088501592213
2015-07-01,4.526641022973656
2015-08-01,6.304071695960678
2015-09-01,3.932688483144994
2015-10-01,3.6139749551184073
2015-11-01,7.325074585245831
2015-12-01,7.972287968022169
2016-01-01,7.771485308938222
2016-02-01,7.989652096059537
2016-03-01,4.201959498478341
2016-04-01,5.977663547800214
2016-05-01,4.892217514351843
2016-06-01,5.280827546442465
2016-07-01,4.349263569789742
2016-08-01,4.199934363792458
2016-09-01,7.57802607545569
2016-10-01,3.824796439296541
2016-11-01,10.711771105926697
2016-12-01,11.334103378865805
2017-01-01,7.424953410190046
2017-02-01,8.781568824690556
2017-03-01,3.6838174454811754
2017-04-01,5.551803867970029
2017-05-01,3.6092220695306376
2017-06-01,6.770561132169956
2017-07-01,6.661279758653355
2017-08-01,4.8160273651507435
2017-09-01,5.839973778753924
2017-10-01,9.303461867238427
2017-11-01,8.181387275997784
2017-12-01,10.193455623554106
2018-01-01,9.489494576064525
2018-02-01,7.421816154916735
2018-03-01,9.085884794137357
2018-04-01,3.063225577999032
2018-05-01,3.5666217757042804
2018-06-01,5.144030685207321
2018-07-01,4.298668056127859
2018-08-01,3.728337780193548
2018-09-01,6.311316954492821
2018-10-01,8.737287354289958
2018-11-01,8.912927819178014
2018-12-01,8.6137331441854
2019-01-01,8.634660266342165
2019-02-01,7.8321495766766525
2019-03-01,3.2475526569683466
2019-04-01,5.323867398792036
2019-05-01,3.676742083788843
2019-06-01,3.0234083958220097
2019-07-01,5.426824423282084
2019-08-01,4.6010378516055335
2019-09-01,3.385880402240686
2019-10-01,4.104680724827463
2019-11-01,7.2874525146153095
2019-12-01,7.662367681516585
2020-01-01,8.059470436188795
2020-02-01,8.393444396914877
2020-03-01,5.468572659876274
2020-04-01,5.946207454195646
2020-05-01,3.2581752033020983
2020-06-01,4.346958725786812
2020-07-01,4.972129656903233
2020-08-01,3.5177966429002687
2020-09-01,4.623473117937241
2020-10-01,8.744773666467779
2020-11-01,8.470470550900908
2020-12-01,9.405097434950095
2021-01-01,9.033871991199435
2021-02-01,7.660472824738436
2021-03-01,6.2971593424911045
2021-04-01,3.634899925729029
2021-05-01,4.016501397277311
2021-06-01,4.630005743192668
2021-07-01,5.1534632489523275
2021-08-01,3.5194985122767934
2021-09-01,3.204505361065036
2021-10-01,3.680939108601455
2021-11-01,9.693086156862812
2021-12-01,8.294755519236555
2022-01-01,8.027751482240365
2022-02-01,7.296415094880958
2022-03-01,3.8295944900135153
2022-04-01,3.2678731141280113
2022-05-01,4.611119262957585
2022-06-01,4.2117686642099805
2022-07-01,3.3489583550581665
2022-08-01,3.9856155375812445
2022-09-01,3.260840704150624
2022-10-01,5.7377194710711175
2022-11-01,7.8477686269110585
2022-12-01,8.622527341365018
2023-01-01,7.699246836250236
2023-02-01,8.451728879222356
2023-03-01,5.350652635864105
2023-04-01,3.3940833133659782
2023-05-01,3.930407348701281
2023-06-01,4.084334861921474
2023-07-01,3.4679612085181484
2023-08-01,3.6641195428480664
2023-09-01,3.3545457879791574
2023-10-01,3.5896266934214363
2023-11-01,8.896753241253856
2023-12-01,8.151158926161845
2024-01-01,7.935719450930554
2024-02-01,7.126454110645688
2024-03-01,8.123180188110524
2024-04-01,3.5733658057004583
2024-05-01,6.254542018737527
2024-06-01,5.035686259999485
2024-07-01,3.5729295406531687
2024-08-01,3.183568189510525
2024-09-01,4.182714469128172
2024-10-01,5.676216251640598
2024-11-01,10.16200718536242
2024-12-01,8.000549188343257
2025-01-01,11.174742026981686
2025-02-01,7.680259749451909
2025-03-01,6.039453165467034
2025-04-01,3.2692655787882243
2025-05-01,3.2319158844553546
2025-06-01,3.6310996845208
2025-07-01,3.843133520953457
2025-08-01,6.753985840592108
2025-09-01,3.3596583587715356
2025-10-01,4.546202561059091
2025-11-01,8.86726523576778
2025-12-01,7.583674441877886
2026-01-01,9.417287184315727
2026-02-01,7.862041679191425
2026-03-01,3.2691899663054573
2026-04-01,3.38264735663684
2026-05-01,3.871166117244994
